epoch,train_loss,train_mae,train_cm_mse,train_cl_mse,train_cd_mse,train_cm_mae,train_cl_mae,train_cd_mae,learning_rate,train_grad_norm_mean,train_grad_norm_max
34,0.13110573589801788,0.011534142307937145,0.022997016087174416,0.016449199989438057,0.05898687615990639,0.005322807934135199,0.028252623975276947,0.0010257610119879246,0.00035000000000000005,3.7515687942504883,8.67593002319336
35,0.13284878432750702,0.011680076830089092,0.023346658796072006,0.016706064343452454,0.05976996198296547,0.005387131590396166,0.028618359938263893,0.001039949944242835,0.00042500000000000003,3.8644189834594727,11.43283748626709
36,0.13773462176322937,0.011995304375886917,0.024444876238703728,0.017608772963285446,0.061871860176324844,0.005530009511858225,0.029396556317806244,0.0010583531111478806,0.0005,5.489512920379639,12.240580558776855
37,0.1351824849843979,0.011781408451497555,0.023665010929107666,0.017006298527121544,0.06081680580973625,0.005420112516731024,0.02887088432908058,0.0010516709880903363,0.00042500000000000003,4.610179901123047,20.079402923583984
38,0.12804074585437775,0.011317936703562737,0.022131958976387978,0.015957068651914597,0.05768677219748497,0.005206223111599684,0.02773870900273323,0.0010124249383807182,0.00035000000000000005,3.2976861000061035,8.412586212158203
39,0.1222008764743805,0.011068332940340042,0.021101275458931923,0.015228338539600372,0.055053986608982086,0.005087545607239008,0.02712744101881981,0.0009928649524226785,0.000275,4.139014720916748,8.6469144821167
40,0.1157168596982956,0.010800974443554878,0.020034490153193474,0.014467519707977772,0.052116479724645615,0.004963054787367582,0.026478637009859085,0.0009582414641045034,0.0002,3.848267078399658,14.8805513381958
41,0.11286188662052155,0.01056868676096201,0.019405992701649666,0.014106455259025097,0.0508439764380455,0.004843845032155514,0.025921760126948357,0.0009438320412300527,0.00023750000000000003,3.7151496410369873,6.070863723754883
42,0.11434213072061539,0.010655732825398445,0.01963980868458748,0.014246289618313313,0.05153070017695427,0.004884660243988037,0.02613091841340065,0.0009546836372464895,0.000275,4.96295690536499,10.89814281463623
43,0.11541711539030075,0.010736091062426567,0.019896313548088074,0.014382476918399334,0.052006110548973083,0.00493483804166317,0.0263154786080122,0.0009589232504367828,0.0003125,4.382050037384033,9.672384262084961
44,0.11579736322164536,0.010838549584150314,0.01995009556412697,0.014463911764323711,0.05217079818248749,0.004961387254297733,0.026585187762975693,0.0009670880390331149,0.00035000000000000005,3.971094846725464,9.278809547424316
45,0.11511041969060898,0.010793357156217098,0.01991930417716503,0.014428645372390747,0.051799166947603226,0.0049445065669715405,0.026471739634871483,0.0009602385689504445,0.0003125,5.1223249435424805,11.748977661132812
46,0.11092684417963028,0.010557047091424465,0.019186807796359062,0.013849589973688126,0.04996539279818535,0.004848435055464506,0.025883840397000313,0.0009413776569999754,0.000275,3.7760417461395264,7.7317795753479
47,0.10855825990438461,0.010395963676273823,0.01856376975774765,0.01343467365950346,0.048700328916311264,0.004761779680848122,0.025499066337943077,0.0009250628063455224,0.00023750000000000003,4.073688983917236,7.0944085121154785
48,0.1037212610244751,0.010191384702920914,0.0178698617964983,0.012943819165229797,0.04672536253929138,0.004670045804232359,0.024992618709802628,0.0009080782765522599,0.0002,3.40183162689209,5.3480544090271
49,0.1022387146949768,0.010028287768363953,0.017538253217935562,0.012674922123551369,0.04608948528766632,0.004603025037795305,0.02458086982369423,0.0009004593593999743,0.00021875,4.016483783721924,11.717206001281738
50,0.10313467681407928,0.010134275071322918,0.017772896215319633,0.012877999804913998,0.04646666720509529,0.004640120547264814,0.0248569305986166,0.0009050759836100042,0.00023750000000000003,4.137979984283447,11.123893737792969
51,0.10283613950014114,0.010095985606312752,0.017680950462818146,0.012730331160128117,0.0463634617626667,0.004633982200175524,0.02474837377667427,0.0009059561998583376,0.00025625,3.7692203521728516,5.027054309844971
52,0.10399497300386429,0.010251129977405071,0.018121084198355675,0.013127440586686134,0.046793125569820404,0.004701530560851097,0.025138380005955696,0.0009166526724584401,0.000275,4.156792163848877,10.54688549041748
53,0.10202968865633011,0.010150911286473274,0.017562691122293472,0.012754707597196102,0.04597371444106102,0.004636264406144619,0.02491767518222332,0.0009014737443067133,0.00025625,4.0806732177734375,9.6571683883667
54,0.09997444599866867,0.010044855065643787,0.01735418662428856,0.012509340420365334,0.045008476823568344,0.004606923088431358,0.024624427780508995,0.0008942354470491409,0.00023750000000000003,4.635440826416016,11.417387008666992
55,0.09820551425218582,0.00990583561360836,0.01703147403895855,0.012324927374720573,0.04421112313866615,0.004538316745311022,0.024298902601003647,0.0008801388321444392,0.00021875,4.428316116333008,8.633605003356934
56,0.0960746705532074,0.009765339083969593,0.016582049429416656,0.011989528313279152,0.04328281432390213,0.004475290421396494,0.023948410525918007,0.0008719394099898636,0.0002,3.6807312965393066,8.375243186950684
57,0.09445832669734955,0.009681514464318752,0.016325725242495537,0.011762019246816635,0.04254920408129692,0.004437384661287069,0.023739630356431007,0.0008627783390693367,0.000209375,4.422709941864014,8.971698760986328
58,0.09472356736660004,0.009691611863672733,0.01621551625430584,0.011723306030035019,0.04271337762475014,0.004439130891114473,0.023766163736581802,0.0008663217886351049,0.00021875,3.8279285430908203,13.793481826782227
59,0.09441424906253815,0.009766732342541218,0.01647326350212097,0.011889196000993252,0.0424899086356163,0.004480926785618067,0.023952100425958633,0.0008686514338478446,0.000228125,4.423582077026367,9.031451225280762
60,0.09440677613019943,0.00974581204354763,0.016418544575572014,0.011820927262306213,0.04249585419893265,0.0044710650108754635,0.02390197291970253,0.0008644344052299857,0.00023750000000000003,4.196018218994141,13.132566452026367
