epoch,d_loss,g_loss_total,g_adv_raw,surrogate_cm_raw,surrogate_cl_raw,surrogate_raw,g_adv_weighted,surrogate_weighted,real_score,fake_score,grad_norm,w_adv,w_surrogate
34,-0.14592794220262487,0.6091534299896909,0.6091534299896909,0.0,0.0,0.0,0.6091534299896909,0.0,-0.4480929753625436,-0.5982619289671901,1.0071108303775855,1.0,0.0
35,-0.1454474460454624,0.6154439017757193,0.6154439017757193,0.0,0.0,0.0,0.6154439017757193,0.0,-0.45652662145531997,-0.6061339383521235,1.0070876222224872,1.0,0.0
36,-0.1446363178939165,0.6512980271469463,0.6512980271469463,0.0,0.0,0.0,0.6512980271469463,0.0,-0.49233901711577543,-0.6411492012468055,1.0070515606807888,1.0,0.0
37,-0.14430666215152946,0.7031979224124512,0.7031979224124512,0.0,0.0,0.0,0.7031979224124512,0.0,-0.5436840945632879,-0.6920959569056542,1.0070550685755182,1.0,0.0
38,-0.1439863999935694,0.7320452764694825,0.7320452764694825,0.0,0.0,0.0,0.7320452764694825,0.0,-0.5737322367700859,-0.7218150112172756,1.00702545578299,1.0,0.0
39,-0.14345097059807624,0.7135794520120085,0.7135794520120085,0.0,0.0,0.0,0.7135794520120085,0.0,-0.5558886008142134,-0.7034312974459858,1.0070140431503958,1.0,0.0
40,-0.22725420405395624,1.045747102274523,0.7003865748385847,0.05335563033601487,0.06384530574389738,0.29870080449557923,0.6723710962317206,0.37337600534935017,-0.4577006741524388,-0.6962947008411807,1.0107174266977,0.96,1.25
41,-0.2778646405423161,0.9077068488577228,0.5731086942863155,0.02625002944438811,0.0418571751298649,0.15217873512956745,0.5272600094090293,0.38044683838432486,-0.2766332133273033,-0.5701119869678459,1.0129134766891976,0.9199999999999999,2.5
42,-0.30978445609769234,0.9279173005581934,0.5676286720723172,0.019549298745245386,0.03298918243287962,0.11424108483381086,0.4995132297019422,0.42840406850173873,-0.24332323688206797,-0.5709644703228121,1.0147227421133957,0.88,3.75
43,-0.34342825476228117,0.8026014836061568,0.4194610918997041,0.015423809954275688,0.025863571380752893,0.09005083566636363,0.35234730627823185,0.45025417811813806,-0.0598912292452603,-0.42179706903302283,1.016519439865966,0.84,5.0
44,-0.36701076051173226,0.9228335339334104,0.5948370416201167,0.012175196107956723,0.02127648434335632,0.07151422286769013,0.47586964082892064,0.44696389377375184,-0.20482271592189905,-0.5902886547296163,1.0176562957384956,0.8,6.25
45,-0.38352488200802237,0.9789166176022389,0.6571049586551272,0.011004394007991854,0.01782722159810929,0.0639355807601438,0.4993997614475943,0.4795168563401028,-0.2500397615766805,-0.6521074333130668,1.0185095916586233,0.76,7.5
46,-0.4010141784964055,0.9403330103143469,0.6351945801916254,0.009551279016496267,0.014885585118101273,0.05519918791417565,0.4573401155353935,0.482992895334572,-0.21335412763892958,-0.633405558252539,1.0193969209271647,0.72,8.75
47,-0.41430831867865275,0.9629143101376888,0.7351599288257685,0.007963196011874986,0.01296914960418977,0.04630055502500562,0.49990875812577995,0.46300555023796114,-0.3210419322959137,-0.7544709539128339,1.0199526003121469,0.6799999999999999,10.0
48,-0.4283772960251419,1.1203045894057204,0.93612102711033,0.008062900952416274,0.012026482412402086,0.04632774601968658,0.599117443723467,0.5211871445695043,-0.45326589790142613,-0.9009502965055863,1.0206900981359104,0.6399999999999999,11.25
49,-0.44080062824896526,1.0471989067343923,0.8989146424223592,0.0070454189972145665,0.010801826022641967,0.04062800793364257,0.5393488065629908,0.5078500990163196,-0.42930748573897765,-0.8905527533768316,1.0213299542557892,0.6,12.5
50,-0.4469941658879015,0.9894603820461215,0.8425979137549668,0.006495897731747784,0.010329102380181062,0.037644039871759745,0.471854834091644,0.5176055497163302,-0.3799108203742586,-0.8478097028304094,1.0214275855449992,0.5599999999999999,13.750000000000002
51,-0.4548499274555096,1.1381065786142885,1.1264055194696048,0.006410396148126121,0.009546136167061665,0.0368250488662423,0.5857308478905009,0.5523757326912571,-0.625234083285293,-1.1015632958887716,1.0218011189884226,0.52,15.0
52,-0.4623145450108318,1.1897339204173067,1.3362375032076073,0.005846691476856459,0.00902107755655576,0.03374399614895319,0.6413939850670951,0.5483399374789489,-0.8631784180522181,-1.3463454146893017,1.0222135394058502,0.48,16.25
53,-0.4743948453600226,1.2031624544879576,1.4244532581273612,0.005699473550115829,0.008879895625410207,0.03293731538135381,0.6267594300307237,0.5764030197804625,-0.9028634491541325,-1.3982538732595822,1.022786007633278,0.44000000000000006,17.5
54,-0.48657833303355136,1.1258515951050307,1.3518801594709422,0.0054085528136843825,0.008325087656952376,0.031205307817272036,0.5407520741288796,0.5850995207181224,-0.8236828808938338,-1.3323699539211253,1.0233735495095648,0.3999999999999999,18.75
55,-0.48752580067741313,1.1162773609419405,1.4083297861602915,0.005255270261872858,0.008375159259663806,0.03046393090278491,0.506998743039447,0.609278618741087,-0.8600506927293561,-1.3703049601845794,1.0234854168840264,0.3599999999999999,20.0
56,-0.4988205702081054,1.0988453986582818,1.4876906874375941,0.005089206807264953,0.007722933458172398,0.029307500695108207,0.4760610093544056,0.6227843900779625,-0.9630950223506572,-1.483618514654008,1.0239677124935798,0.31999999999999995,21.25
57,-0.5057786060369402,1.0937086837245273,1.7118698501741731,0.004703531988686781,0.0075766911913612576,0.02730600556128888,0.47932356070259435,0.6143851263117996,-1.1864487266389903,-1.7138296244376834,1.0242553225062814,0.2799999999999999,22.5
58,-0.5197608363972674,1.058098478686242,1.7751725170261416,0.004572221661567107,0.007503643057921909,0.026612929872829805,0.42604139473015096,0.6320570843753877,-1.2087722068444056,-1.75016227396817,1.0249142125625472,0.24,23.75
59,-0.5270446309974478,0.9812913776347132,1.7443412143688697,0.00435116291723972,0.007082221365848242,0.025296925240522856,0.34886824865361826,0.6324231309163106,-1.2048758842884848,-1.7531207919551146,1.0252160739382252,0.19999999999999996,25.0
60,-0.5361150622798218,0.9841772801690287,1.7724253954567435,0.00431923850303923,0.007182990519825804,0.025187687848561575,0.3544850846776715,0.6296921951043142,-1.2151352677319454,-1.7726287797039597,1.0257865632914465,0.19999999999999996,25.0
61,-0.5390447518240243,0.9570414174944808,1.7360850888671298,0.004181342108731533,0.006972530400390572,0.024392975747254696,0.3472170237274397,0.6098243935412658,-1.178465107481402,-1.738881698412155,1.0259381568819177,0.19999999999999996,25.0
62,-0.5418660417360519,0.9308168782300247,1.706970459326005,0.00405902343346572,0.00656358817354393,0.023576911237469807,0.3413940972257486,0.5894227820363912,-1.1414807278864652,-1.7044924214428512,1.0261168976553081,0.19999999999999996,25.0
63,-0.5460241639011604,0.8965311554216203,1.6126684774826099,0.003913489731534654,0.0067848990584655116,0.02295989818564612,0.32253370126023956,0.5739974540484932,-1.0465212884738988,-1.6133797515170238,1.0262108413751374,0.19999999999999996,25.0
64,-0.5472773990045816,0.9071009147476841,1.7531757033490516,0.0037991004437611347,0.006526256868619778,0.022258630629177347,0.35063514671413415,0.556465765550023,-1.1664327700861095,-1.734528155920738,1.0262070427732777,0.19999999999999996,25.0
65,-0.5515888595193732,0.9010194166527166,1.7866540296382203,0.003719477859593815,0.006300309774248147,0.021747544215330896,0.3573308116010515,0.5436886059063853,-1.2030330768130746,-1.7756288607628337,1.0264645514935793,0.19999999999999996,25.0
66,-0.5468860944470774,0.8891588825555075,1.8390673451867454,0.003557577312574218,0.006131859526473594,0.020853816236276582,0.36781347531712416,0.5213454063514095,-1.2425603015328142,-1.8112823527642536,1.0261964434320745,0.19999999999999996,25.0
67,-0.5475557196011182,0.8846279931661887,1.8629500887868724,0.0034888189689667483,0.006074847912796858,0.020481518754993617,0.37259002349206377,0.5120379692870817,-1.288573516663231,-1.8577319050954137,1.0261458725705475,0.19999999999999996,25.0
68,-0.5471650486603541,0.9030677931004273,1.9428065224385365,0.003525262682530344,0.005907891872056732,0.020580259350317962,0.3885613111254973,0.514506481652394,-1.3488295392224074,-1.9178664715711822,1.02617413760953,0.19999999999999996,25.0
69,-0.5450079734144658,0.905306504466833,1.9970787470732934,0.0034491063815791532,0.005980195939738416,0.020235629876253085,0.3994157559427864,0.5058907474112975,-1.4249641067714898,-1.991818970506372,1.0259255497894562,0.19999999999999996,25.0
70,-0.5492090247813545,0.8875190446000079,2.0258572318337182,0.0032700958716666965,0.005886848379698586,0.019293903605004537,0.40517145308194225,0.48234758974411784,-1.450923891274077,-2.0224190365966908,1.0261888161462998,0.19999999999999996,25.0
71,-0.5476934138618221,0.8804733579680001,2.036985633048144,0.0031869560757297136,0.0059765372221212976,0.01892304899235502,0.40739713347964474,0.47307622423032664,-1.4568940884584984,-2.027083171231652,1.0261355662604101,0.19999999999999996,25.0
72,-0.552825624482296,0.8419352302497084,1.886395909827509,0.0031589891729287773,0.005582591352704106,0.018586241550445234,0.3772791884516999,0.46465603958863716,-1.322326665261377,-1.897278635123146,1.026443649715465,0.19999999999999996,25.0
73,-0.5512078576354774,0.8454435539323014,1.9123549385246261,0.003152986652030331,0.005507938050034001,0.018518902282270874,0.38247099467170187,0.4629725572931302,-1.294007461902682,-1.867412307847708,1.0263495147013062,0.19999999999999996,25.0
74,-0.5511107848439406,0.8043666466490015,1.8108213460032558,0.0030043879933342806,0.005332309711125812,0.017688094798548073,0.36216427547075014,0.44220236937205,-1.244400425717934,-1.8178375677081222,1.0263403772877442,0.19999999999999996,25.0
75,-0.5504118327844875,0.8322756385906435,1.901434788843254,0.0030753749273556134,0.00540534462663849,0.01807954696357831,0.38028696366460807,0.45198867376490587,-1.3226669454429338,-1.8952649313620282,1.0263468890413912,0.19999999999999996,25.0
76,-0.5527280135705583,0.8285030120120936,1.9830268599512257,0.002924490748255542,0.005306903278662771,0.01727590536662414,0.3966053783958092,0.4318976337936791,-1.3801144194086536,-1.9556445820667252,1.0264451369051468,0.19999999999999996,25.0
77,-0.5485800546429217,0.8449540676234605,2.1008869951421563,0.002900280938869306,0.004979323613652919,0.01699106651660684,0.4201774060468137,0.4247766624958742,-1.5203329218638932,-2.0915777608375685,1.0262270246171779,0.19999999999999996,25.0
78,-0.5498115511792662,0.8387479780169277,2.1791981254821216,0.00272298102971122,0.005002857130716325,0.016116333755491163,0.435839633211429,0.40290834466035746,-1.624660554097878,-2.19742046478423,1.026401520463964,0.19999999999999996,25.0
79,-0.5557322983922511,0.8895210953372897,2.362891705779286,0.002852145100397449,0.004833968699702114,0.016677709818450792,0.4725783498901309,0.416942745834202,-1.7508723297919608,-2.329348796283295,1.0266175204235723,0.19999999999999996,25.0
80,-0.553133753576864,0.8836271665442041,2.423306650671608,0.002723660968895195,0.00468065658331248,0.01595863317002369,0.4846613380041989,0.39896582905606276,-1.8492996539665043,-2.425228405601281,1.0265274008688945,0.19999999999999996,25.0
81,-0.5520496218213106,0.8875029209630314,2.500303217084893,0.0026308265578927014,0.004687115859978094,0.015497690765691107,0.5000606524350839,0.3874422694471749,-1.931294147503505,-2.5062484484717302,1.0264715476156572,0.19999999999999996,25.0
82,-0.5488283940601004,0.8896095835930341,2.5173902782526882,0.0026206447497449685,0.004684074124668067,0.015445260834997093,0.5034780641977405,0.3861315203145211,-1.952736597758338,-2.5241288471738352,1.0263065770645003,0.19999999999999996,25.0
83,-0.5521508532095472,0.8828579146753658,2.510909963479806,0.0025902906610646577,0.004551166375228143,0.015227036506292365,0.5021820009657831,0.38067591333866635,-1.9668982696016772,-2.5416991282886547,1.0265059529228762,0.19999999999999996,25.0
84,-0.552553932029848,0.8856380062572884,2.583510263657673,0.002508416880681623,0.004430706616041545,0.014757437774613177,0.5167020620592745,0.36893594398836554,-2.0084922100232396,-2.583475622459439,1.0264487441696415,0.19999999999999996,25.0
85,-0.5538606158232431,0.8980414864820835,2.6395495074651976,0.002525311025001665,0.004357415803776675,0.014805263039873695,0.5279099102982711,0.3701315767159968,-2.044898852329392,-2.6212325870775572,1.0264680847364211,0.19999999999999996,25.0
86,-0.5510284246950804,0.922879326008099,2.7608394775039704,0.0025319858758813133,0.004337054823708692,0.014828456818222903,0.5521679058090433,0.3707114209570152,-2.1537690945050345,-2.7273625615701778,1.0264499492593622,0.19999999999999996,25.0
87,-0.551979164440279,0.9491285110835905,2.9411481884650854,0.0024416997203642694,0.004454911678290656,0.014435954451927859,0.5882296486076338,0.3608988608471501,-2.330731770880386,-2.9052046254223436,1.0263975212289969,0.19999999999999996,25.0
88,-0.5521048309140257,0.9610594859370938,3.037989937123798,0.0024031335787189465,0.004245582984627357,0.01413845941797302,0.6075979985974052,0.3534614850496833,-2.4778593824228223,-3.052532533359872,1.026436214412593,0.19999999999999996,25.0
89,-0.5503069424887427,0.9644346185576864,3.086263949994917,0.0023582063893635365,0.004192481468556634,0.013887272661882432,0.617252801145826,0.34718181762150874,-2.510554482618394,-3.084093263089011,1.0263148781194584,0.19999999999999996,25.0
90,-0.5480718674212156,0.9679686704497317,3.1295833765686334,0.002333822699961176,0.004025931553249913,0.01368207932506321,0.6259166866669923,0.34205198326668185,-2.56740786857123,-3.138636476898882,1.0263156020684363,0.19999999999999996,25.0
91,-0.5467890468960634,0.9783153326222391,3.22731717969432,0.002256353845486208,0.004064612346852512,0.013314075400101351,0.6454634476791729,0.33285188552363093,-2.6564602274326643,-3.2259419767434845,1.0262887899626032,0.19999999999999996,25.0
92,-0.5471332547897035,0.9940789582538399,3.295487623452108,0.0022829553180170603,0.003968960611609283,0.013399256847887522,0.6590975365597448,0.33498142159733424,-2.721671747300599,-3.2914089999043985,1.0261527694519677,0.19999999999999996,25.0
93,-0.5484153420486175,0.9989134591895265,3.369634188098825,0.002218104851557127,0.0038178802449739986,0.01299946438732811,0.6739268492568623,0.32498660943273344,-2.831257245859084,-3.4020233761963,1.0263024105061693,0.19999999999999996,25.0
94,-0.5485679090668578,1.0074708202442566,3.4092812022089443,0.002227660594608844,0.003772559355756921,0.013024582660119997,0.6818562544140465,0.3256145669268323,-2.810092590001516,-3.380932838477813,1.026350952399767,0.19999999999999996,25.0
95,-0.5483301350356009,0.9868542495227995,3.3761755119670522,0.002111889666676606,0.0038106341105966436,0.01246476539126416,0.6752351136692675,0.31161913453113466,-2.818310188558558,-3.388604519771755,1.0263346917792777,0.19999999999999996,25.0
96,-0.5479882476131839,1.0031684149395337,3.4097647994627684,0.0021785488236898123,0.003911747253203595,0.012848617710088465,0.6819529712071151,0.32121544305509303,-2.7916172646443336,-3.3613554188490773,1.026274891149266,0.19999999999999996,25.0
97,-0.5486855291072212,1.0042343798911932,3.472078769237964,0.0021092546162612786,0.0036929428821340913,0.012392744574659541,0.6944157654072816,0.3098186135808111,-2.9072614273009316,-3.4779754117077437,1.0263068508585438,0.19999999999999996,25.0
98,-0.5513104065876144,1.0181453547952495,3.54528645596979,0.002107205557298254,0.0036549886232000086,0.012363522136644399,0.7090573029600696,0.3090880537865224,-2.971685079805257,-3.545181070510231,1.026470989096466,0.19999999999999996,25.0
99,-0.5511760572448965,1.02143869216824,3.5851184702538825,0.0020777401727275495,0.003575797141726165,0.012176599424610567,0.7170237060878184,0.3044149858868999,-3.0161355155469707,-3.5895398875866555,1.0265333800970002,0.19999999999999996,25.0
100,-0.5504125575726644,1.0154238295503508,3.6147155880411983,0.0019852872592073492,0.003545583373321688,0.011699227992650846,0.7229431288324909,0.29248069989539327,-3.036531226643586,-3.60876408079471,1.0264963634608024,0.19999999999999996,25.0
101,-0.5479961131669123,1.0252328925318532,3.664029919223868,0.0019831610068697,0.0035625416029534942,0.011697075852833978,0.7328059964236759,0.2924268968822636,-3.079181599272718,-3.649132031654193,1.0263596206795869,0.19999999999999996,25.0
102,-0.5506341521059993,1.0169068434279718,3.614639791059288,0.0019969765941795863,0.003548544126782502,0.011759155015138611,0.7229279693845031,0.29397887562389496,-3.0310745388161835,-3.603853505096711,1.0264702655778466,0.19999999999999996,25.0
103,-0.5524405920978918,1.0005712137593852,3.5998872183102035,0.0019023676082346734,0.0034238242955467145,0.011223750141070294,0.7199774565763803,0.28059375418342036,-3.025732113394066,-3.60088753528113,1.0264665797298995,0.19999999999999996,25.0
104,-0.5512285180255394,1.0078663502162668,3.5943651039362985,0.001978379115613492,0.0033356742430689997,0.01155973268215226,0.7188730343724742,0.2889933171016829,-3.0132406056142456,-3.587598939062456,1.0265443272538994,0.19999999999999996,25.0
105,-0.5474124904789219,0.996314833110029,3.5744979936323125,0.001923239524692934,0.003280822472400899,0.011256608841900443,0.7148996129696503,0.2814152208983382,-3.02146848960904,-3.5913973397726617,1.026297628406153,0.19999999999999996,25.0
106,-0.5490341923081918,1.002217744077955,3.6572100628506052,0.0018342681660254393,0.003319375443240039,0.010831028603529356,0.73144202637466,0.27077571510688053,-3.056895491620694,-3.6284480901401395,1.0263370970526327,0.19999999999999996,25.0
107,-0.5493816333772473,0.9850801065628663,3.5587296423973975,0.0018608698633235368,0.003258034544447598,0.010933366577439332,0.7117459401810841,0.27333416434980573,-3.016700577133399,-3.5885647159190817,1.0264813059073492,0.19999999999999996,25.0
108,-0.551633246130031,0.9884628782540689,3.622767462874904,0.0017992766418804724,0.0031199837170261084,0.010556375059789022,0.7245535029993428,0.263909376649694,-3.05331391573813,-3.62762069934542,1.0264799859119236,0.19999999999999996,25.0
109,-0.5507676605498317,1.0107172352152984,3.706273452028052,0.0018393782911004773,0.0031632197752707834,0.010778501347610445,0.7412547011783113,0.2694625335048029,-3.108415155548481,-3.6819330649255417,1.0264672076659083,0.19999999999999996,25.0
110,-0.553166513279457,1.0100308221914036,3.7289754652873777,0.0018125311351200825,0.003013545967657643,0.010569428649601966,0.7457951047332771,0.2642357158454466,-3.101567958580458,-3.6776317587828378,1.026641461565176,0.19999999999999996,25.0
111,-0.5503908331213445,0.9907349600936427,3.6579071546529796,0.0017771358307308892,0.0029609228715651316,0.01036614060020921,0.7315814431869623,0.25915351574555107,-3.1123570943997656,-3.6852653114373934,1.0265509208617227,0.19999999999999996,25.0
112,-0.5506929102572293,0.9916067435627892,3.6579972025635956,0.001790858708040837,0.0028919961762834275,0.010400291656756782,0.7315994521111121,0.26000729106463394,-3.086671962118321,-3.6599206435551284,1.026495140339063,0.19999999999999996,25.0
113,-0.5513659774826752,1.0121663746895728,3.7587110660808944,0.0017840976505444559,0.002992955534124255,0.010416965988097769,0.7517422243501201,0.26042415012980435,-3.132417912259429,-3.706420518861351,1.0264582085695508,0.19999999999999996,25.0
114,-0.5513994437477648,1.0045333505966962,3.744405508041382,0.0017559851472642982,0.002892327421970738,0.010226089478111563,0.7488811143807003,0.255652236377264,-3.152809497337479,-3.7271651042497544,1.0264481445512186,0.19999999999999996,25.0
115,-0.5498914517435356,1.0123050432184557,3.7888037678483246,0.0017438777958020744,0.002924764313174662,0.010181771130180107,0.7577607666517233,0.2545442782036025,-3.22056560085999,-3.792964185446178,1.026385752302645,0.19999999999999996,25.0
116,-0.5520409398991278,1.024849503329306,3.8810300228399632,0.0016959925961163645,0.0029315531012668672,0.009945739524285773,0.7762060159599626,0.24864348802247863,-3.3420836797259774,-3.9170069871826723,1.0264784319736466,0.19999999999999996,25.0
117,-0.5529658808389726,1.0595990971569376,4.048507945362108,0.0017157035216576223,0.0028347645756976025,0.009995899876293391,0.809701600890139,0.24989749648451032,-3.4514570871415122,-4.027403204880036,1.0264621294792808,0.19999999999999996,25.0
118,-0.550844904748111,1.0427947347556359,4.013812729290554,0.0016402492818883238,0.002800081358381922,0.009601287080884157,0.8027625587079432,0.24003217746685077,-3.445923925823253,-4.019792762129746,1.026437214092227,0.19999999999999996,25.0
119,-0.5524271126688602,1.0534106788439153,4.058476312852009,0.0016646092937497253,0.0026911391656910316,0.009668616051342161,0.8116952760782077,0.24171540131429572,-3.5287587265675677,-4.1042823490253,1.0265227053139614,0.19999999999999996,25.0
120,-0.5513652692202626,1.0667584664893872,4.124696826521968,0.001662299650868913,0.0027225307041267134,0.009672763562374204,0.8249393775736614,0.24181908876252123,-3.5708287684926057,-4.1458514898692655,1.0264391977864482,0.19999999999999996,25.0
121,-0.5522179001505194,1.0773123332432337,4.1841271424190305,0.0016524457503503261,0.0027144938715919047,0.009619475723832878,0.8368254420045135,0.24048689318199953,-3.598088875746469,-4.173610191482929,1.0264153245984433,0.19999999999999996,25.0
122,-0.5507759517280634,1.076263865738204,4.2019326857158115,0.001615675701646364,0.0027134281760021173,0.00943509262439178,0.8403865505348552,0.23587731571940632,-3.66123349847346,-4.235427342425185,1.026437153153471,0.19999999999999996,25.0
123,-0.5481609063458357,1.0651071768302423,4.193760734615904,0.0015581170071417353,0.00252723100557883,0.009054200540324955,0.8387521611147629,0.226355013627059,-3.67378329369996,-4.245514519894597,1.02637187832099,0.19999999999999996,25.0
124,-0.5468896206105229,1.0473421126991123,4.081522555062265,0.0015960208711240066,0.0025227985017755557,0.009241503578947366,0.8163045246105689,0.23103758966896956,-3.496663271563148,-4.067931858382931,1.0263414569710136,0.19999999999999996,25.0
125,-0.5488797648288714,1.0494104991485547,4.099429551657144,0.001580651380886219,0.0025554520912817176,0.0091809829990823,0.8198859234263887,0.2295245753754398,-3.4925693356173135,-4.065212805520757,1.0263439650139654,0.19999999999999996,25.0
126,-0.5477291154947522,1.0526694922478168,4.112345912755826,0.0015807379807196396,0.00260864390456924,0.009208011846118545,0.822469195762238,0.2302002960420919,-3.5670278098178683,-4.1380796701038784,1.0262134856695733,0.19999999999999996,25.0
