epoch,d_loss,g_loss_total,g_adv_raw,surrogate_cm_raw,surrogate_cl_raw,surrogate_raw,g_adv_weighted,surrogate_weighted,real_score,fake_score,grad_norm,w_adv,w_surrogate
127,-0.5488206847910416,1.0799829679908175,4.257065004600591,0.0015808349698645898,0.0024772465893760872,0.009142798168012204,0.8514130143892198,0.228569954375684,-3.6668436821617374,-4.2392305921561455,1.0263089941296766,0.19999999999999996,25.0
128,-0.5492766307794661,1.053251074248062,4.1594266194801826,0.001517625867973235,0.002533000094984412,0.008854629411170606,0.8318853380231114,0.22136573541861077,-3.635046699417197,-4.207940659368081,1.0263359260903369,0.19999999999999996,25.0
129,-0.549102678518433,1.0664140285351575,4.21092968637293,0.0015553958622098183,0.002384287441750077,0.008969123041341927,0.8421859518016056,0.22422807631425526,-3.675026753749228,-4.247789972869928,1.0263404744196454,0.19999999999999996,25.0
130,-0.5509729627022244,1.0864000602976067,4.290181184743906,0.0015751924367333778,0.0025171802085128844,0.009134552331169608,0.8580362507146159,0.2283638080751354,-3.7306326074290364,-4.3049098555361756,1.0263618527767029,0.19999999999999996,25.0
131,-0.5468677209817976,1.0884248976841633,4.32234402600821,0.0015502442608061307,0.0024140437630769188,0.008958243192435602,0.8644688192642096,0.2239560798713655,-3.7459264189758024,-4.316461192485658,1.0262373848942643,0.19999999999999996,25.0
132,-0.5468391246313653,1.074252946165217,4.298985592214576,0.0014709764109756616,0.002446701003286939,0.008578232537906665,0.8597971306734787,0.21445581318560616,-3.750212317167206,-4.320724017181121,1.0261823634378315,0.19999999999999996,25.0
133,-0.5479221122789899,1.0661367731434959,4.279005738563868,0.001440119644305951,0.0024256522062202327,0.008413424324576877,0.8558011612334808,0.21033560778155472,-3.727064100155331,-4.298636256228285,1.0262518061197192,0.19999999999999996,25.0
134,-0.548000819609914,1.0774222586578104,4.319699359146547,0.001475194256705609,0.002326647345091567,0.008539294989303852,0.8639398858402715,0.21348237446247242,-3.7499497961051196,-4.321405160297986,1.0263400045112583,0.19999999999999996,25.0
135,-0.5465509711189821,1.0764316317839024,4.32786950352904,0.001451935471171358,0.0023492624924227887,0.008434308608651193,0.8655739154392507,0.21085771538510725,-3.786281310263954,-4.356183036225797,1.0261656771498036,0.19999999999999996,25.0
136,-0.5454637693369001,1.0732089412676824,4.291352902655993,0.0014881160293488554,0.0023139074221263474,0.00859753386842216,0.8582705948904995,0.21493834684485996,-3.723274650298301,-4.291773461779102,1.0261664681055915,0.19999999999999996,25.0
137,-0.5475937746492103,1.0753719335768646,4.319797906524691,0.0014638940738065538,0.0022740461548600844,0.00845649342850915,0.8639595967221569,0.21141233587903635,-3.7486216009739075,-4.319215866977127,1.026286691922143,0.19999999999999996,25.0
138,-0.5457881243005126,1.077184473281299,4.348606544139582,0.0014281769100933444,0.0023152829053130373,0.00829852597175158,0.8697213237677818,0.20746314927967854,-3.736859727164038,-4.305462608440688,1.0261123689933804,0.19999999999999996,25.0
139,-0.5433553774864665,1.071835820034985,4.314127370908663,0.00143609300570248,0.002359896486028384,0.008360413270518667,0.8628254870831709,0.20901033154071927,-3.7715052437696217,-4.337881916782917,1.026012506769022,0.19999999999999996,25.0
140,-0.543834855194987,1.0714305027738793,4.3426001407367325,0.001397728200072576,0.0022555550022879253,0.00811641851265701,0.8685200422099142,0.20291046242661032,-3.8464474195177374,-4.413428323621784,1.026046609921576,0.19999999999999996,25.0
141,-0.5448585505519963,1.0888542252959628,4.423445580325601,0.0014029426934994813,0.0023037809139022855,0.008166603903786089,0.8846891313404232,0.20416509740667427,-3.8560400757118254,-4.424263088109261,1.0261516889079814,0.19999999999999996,25.0
142,-0.5444832410623021,1.094284072582856,4.440009128479731,0.001432138876142827,0.0021811896433410723,0.00825128922600791,0.8880018402229656,0.20628223076333732,-3.8323359014325193,-4.399956691308142,1.0261758176858675,0.19999999999999996,25.0
143,-0.5424040829446772,1.089626755162235,4.439968076619235,0.001402567546668279,0.0021049744863812993,0.008065324974673682,0.8879936312958275,0.20163312442278192,-3.8292848763483094,-4.395001615083605,1.0261091060586784,0.19999999999999996,25.0
144,-0.5430970919906878,1.0842121875647344,4.418268125810664,0.0013974872791310128,0.002069810809992411,0.00802234180011581,0.8836536402310128,0.20055854500339917,-3.8164043721739564,-4.382919482117526,1.0260471182179365,0.19999999999999996,25.0
145,-0.5418996877833824,1.0833198274626876,4.416589877822182,0.001380955480838908,0.002190592175765866,0.00800007349938493,0.8833179906720207,0.20000183744380226,-3.861918375810561,-4.427421810136375,1.0260208314076227,0.19999999999999996,25.0
146,-0.5441783824552268,1.0730969916174422,4.374238128269906,0.001369029471659035,0.0021696533968478633,0.007929974049128173,0.8748476412389186,0.19824935112841977,-3.8113429155590732,-4.37886424305637,1.0261346353090197,0.19999999999999996,25.0
147,-0.5437533620032162,1.078300416082531,4.40961784408206,0.0013556940216738408,0.002153206396156527,0.00785507327595774,0.881923583033797,0.19637683208918932,-3.8566192978125615,-4.423802894461456,1.0261207792302762,0.19999999999999996,25.0
148,-0.5472817345646744,1.0659270972916575,4.36954288616841,0.0013309062493033204,0.0020524180627546932,0.007680740273452779,0.8739085905737691,0.1920185066372543,-3.820652308446836,-4.391223997845977,1.026236126870455,0.19999999999999996,25.0
149,-0.5445499842347651,1.0516176068937624,4.309126057150044,0.0013036070285325676,0.002147320170573854,0.007591695240265347,0.8618252251571391,0.18979238088190298,-3.7887515343483607,-4.356722767172307,1.0261480252665303,0.19999999999999996,25.0
