source,point_index,surface,x_physical_mean,y_physical_mean,y_physical_std,mean_d_score_d_x_normalized,mean_d_score_d_y_normalized,mean_sensitivity_normalized_l2,std_sensitivity_normalized_l2,mean_d_score_d_x_physical,mean_d_score_d_y_physical,norm_of_mean_physical_gradient_l2,mean_sensitivity_physical_l2,std_sensitivity_physical_l2,mean_critic_score,std_critic_score
real,37,upper,0.15723159909248352,0.06968040764331818,0.023237397894263268,-0.20849952101707458,0.005639709532260895,0.2087966650724411,0.006879576947540045,-0.20849952101707458,0.019338246434926987,0.2093944102525711,0.2118881493806839,0.008969571441411972,-0.0722363144159317,0.032633960247039795
real,38,upper,0.13998199999332428,0.06609179824590683,0.021665263921022415,-0.21376295387744904,-0.0031813725363463163,0.21394293010234833,0.005697042681276798,-0.21376295387744904,-0.010908747091889381,0.2140411138534546,0.2158656120300293,0.004908291157335043,-0.0722363144159317,0.032633960247039795
real,39,upper,0.12330421060323715,0.06202179938554764,0.019927894696593285,-0.21379432082176208,-0.00835371296852827,0.21413671970367432,0.006047616247087717,-0.21379432082176208,-0.028644409030675888,0.21570469439029694,0.21776962280273438,0.00397297041490674,-0.0722363144159317,0.032633960247039795
real,40,upper,0.10715140402317047,0.05784379690885544,0.018091445788741112,-0.20921778678894043,-0.007777907885611057,0.20952752232551575,0.005074372980743647,-0.20921778678894043,-0.026670008897781372,0.21091081202030182,0.21282486617565155,0.004384828731417656,-0.0722363144159317,0.032633960247039795
real,41,upper,0.0916023999452591,0.05341999977827072,0.01617351919412613,-0.21426424384117126,-0.008847164921462536,0.21451430022716522,0.0027548286598175764,-0.21426424384117126,-0.030336430296301842,0.21640117466449738,0.2171783745288849,0.0024060567375272512,-0.0722363144159317,0.032633960247039795
real,42,upper,0.07676099985837936,0.04852840304374695,0.014212860725820065,-0.20477299392223358,-0.008448662236332893,0.20498411357402802,0.004140275996178389,-0.20477299392223358,-0.028969984501600266,0.2068120837211609,0.20723362267017365,0.005124568939208984,-0.0722363144159317,0.032633960247039795
real,43,upper,0.06262600421905518,0.04342539981007576,0.012185809202492237,-0.1930658370256424,-0.005188588984310627,0.1931505650281906,0.0024190163239836693,-0.1930658370256424,-0.017791379243135452,0.19388386607170105,0.19405826926231384,0.0023012380115687847,-0.0722363144159317,0.032633960247039795
real,44,upper,0.049251802265644073,0.03819180279970169,0.010087193921208382,-0.18372447788715363,0.0037192602176219225,0.18377052247524261,0.003972744569182396,-0.18372447788715363,0.012753133662045002,0.1841665655374527,0.18426449596881866,0.004243562463670969,-0.0722363144159317,0.032633960247039795
real,45,upper,0.03692539781332016,0.03236159682273865,0.007990404032170773,-0.16852335631847382,0.008897165767848492,0.1688079535961151,0.00428587943315506,-0.16852335631847382,0.030507881194353104,0.17126251757144928,0.17182834446430206,0.005751691292971373,-0.0722363144159317,0.032633960247039795
real,46,upper,0.025577202439308167,0.026432599872350693,0.005893034394830465,-0.14929258823394775,0.01567721739411354,0.15012226998806,0.0033672060817480087,-0.14929258823394775,0.05375629663467407,0.15867581963539124,0.15876327455043793,0.005152532830834389,-0.0722363144159317,0.032633960247039795
real,47,upper,0.015617799945175648,0.02004299871623516,0.0038617709651589394,-0.1304350346326828,0.010652018710970879,0.13091135025024414,0.009875058196485043,-0.1304350346326828,0.036525171250104904,0.1354525238275528,0.13589423894882202,0.009280244819819927,-0.0722363144159317,0.032633960247039795
real,48,upper,0.00778160011395812,0.012985600158572197,0.0019072010181844234,-0.08848395198583603,-0.013309871777892113,0.0895310640335083,0.006996228825300932,-0.08848395198583603,-0.0456387922167778,0.09956058114767075,0.09998784214258194,0.012324146926403046,-0.0722363144159317,0.032633960247039795
real,49,upper,0.0023990001063793898,0.005706599913537502,0.0005344192613847554,-0.044427596032619476,-0.03870897367596626,0.05898599699139595,0.005832066759467125,-0.044427596032619476,-0.1327308863401413,0.13996893167495728,0.1400226652622223,0.01423391979187727,-0.0722363144159317,0.032633960247039795
real,50,leading_edge,0.0,0.0,0.0,-0.001823951257392764,0.0005528575275093317,0.0043757036328315735,0.0016911886632442474,-0.001823951257392764,0.0018957173451781273,0.0026306924410164356,0.007339648902416229,0.004439309239387512,-0.0722363144159317,0.032633960247039795
real,51,lower,0.003711000084877014,-0.005004599690437317,0.0005304411752149463,-0.03423463553190231,0.02626890316605568,0.04320041090250015,0.008005491457879543,-0.03423463553190231,0.0900745838880539,0.09636098891496658,0.09641571342945099,0.020205730572342873,-0.0722363144159317,0.032633960247039795
